"STAR_CODE":"Star":"distance":"EQUIVALENT TEMPERATURE":"MASS":"radius":"star luminosity":"Stellar Class"
1679:"Mentasta":263,396:2444:0,4:0,4:0,07:"M|8|V"
652:"Dalmantia":277,007:3723:0,6:0,84:0,52:"K|2|V"
840:"Fairfax":354,712:3330:0,3:0,51:0,02:"M|1|V"
2156:"Rijeka":352,036:2552:0,3:0,5:0,07:"M|5|V"
2315:"Shipka":136,617:4600:0,6:NA:0,28:"K|2|V"
760:"Dyev":41,191:5230:0,9:1,11:1,26:"G|5|V"
1797:"Nara":416,671:2568:0,3:0,1:NA:"M|5|V"
650:"Dalian":273,422:3024:0,1:0,21:0,02:"M|4|V"
713:"Diefenbaker":394,875:4098:0,6:0,87:0,1:"K|2|V"
200:"Atlas":290,432:3230:0,1:0,46:0,05:"M|2|V"
1967:"Ozawa":84,824:3227:0,2:NA:0,08:"M|2|V"
70:"Algorab":115,66:3097:0,4:0,22:0,07:"M|1|V"
768:"Echo":468,229:2542:0,3:0,7:0,04:"M|8|V"
2638:"Utrecht":237,639:4317:0,7:0,73:0,33:"K|5|V"
1599:"Mara":122,062:2548:0,1:0,2:0,02:"M|3|V"
671:"De Berry":451,018:2930:0,4:0,47:0,05:"M|1|V"
906:"Fugeres":594,875:2512:0,2:0,49:0,04:"M|5|V"
2593:"Tsarahavana":464,419:NA:0,3:0,32:0,04:"M|0|V"
1564:"Mahrah":469,515:2546:0,4:0,34:0,04:"M|7|V"
1759:"Moritz":321,08:3334:0,2:0,37:0,06:"M|2|V"
1250:"Jesup":514,985:NA:0,8:0,81:0,13:"K|6|V"
1117:"Hivrannee":626,086:2423:0,4:0,3:0,03:"M|8|V"
228:"Ayn Tarma":348,425:3758:0,7:0,79:0,58:"K|5|V"
1644:"McKellan":236,923:2625:0,3:0,2:0,01:"M|2|V"
519:"Chanute":464,329:2973:0,4:0,63:0,03:"M|2|V"
402:"Broken Wheel":561,755:4009:0,7:0,9:0,31:"K|6|V"
2288:"Sevren":316,388:3919:0,8:0,72:0,12:"K|7|V"
335:"Bjarred":475,666:3115:0,3:0,57:0,01:"M|4|V"
412:"Buchlau":98,187:5614:0,9:1,05:1,48:"G|2|V"
43:"Aigle":235,54:5572:0,8:1,11:1,21:"G|2|V"
2946:"Hellgate":1843,769:4549:0,5:0,73:0,39:"K|1|V"
875:"Firenze":423,608:2517:0,2:0,69:0,02:"M|3|V"
164:"Arcadia":268,762:4096:0,7:0,73:0,32:"K|5|V"
484:"Carsphairn":103,77:3948:0,5:0,77:0,4:"K|3|V"
1241:"Jaumegarde":171,526:2686:0,3:0,14:0,03:"M|3|V"
450:"Cambiano":426,772:5367:1:1,11:1,06:"G|2|V"
2975:"Córdoba":1343,139:3088:0,1:0,37:0,03:"M|2|V"
2945:"Hector":1776,214:5398:0,9:0,99:1,45:"G|4|V"
1596:"Manteno":202,418:3158:0,1:0,5:0,07:"M|0|V"
2616:"Uhuru":139,622:4056:0,5:0,86:0,25:"K|4|V"
3154:"Chaadan":508,714:2716:0,2:0,62:0,02:"M|2|V"
2226:"Sanda":376,883:3079:0,4:0,69:0,07:"M|4|V"
326:"Bilma":339,826:2481:0,3:0,62:0,06:"M|3|V"
2743:"Weldon":439,52:2561:0,3:0,35:0,01:"M|3|V"
1595:"Mansu-ri":271,308:2825:0,3:0,08:0,06:"M|6|V"
2516:"Tentativa":462,242:4194:0,5:0,8:0,3:"K|5|V"
1643:"McHenry":198,33:5689:1:1:1,41:"G|2|V"
514:"Chakachamna":350,362:3625:0,2:0,2:0,05:"M|0|V"
944:"Genf":191,789:4288:0,8:0,9:0,27:"K|2|V"
1268:"Junction":156,246:5222:0,8:1,13:1,39:"G|2|V"
2014:"Pernik":346,195:5330:1:1,09:0,94:"G|4|V"
1918:"Oceana":144,843:2458:0,2:0,32:0,06:"M|1|V"
3086:"Rim Worlds Republic Outpost #7":1631,332:2478:0,3:0,31:0,06:"M|8|V"
1539:"Luthien":301,403:2452:0,3:0,1:0,02:"M|2|V"
2683:"Vicksland":287,646:2588:0,1:0,22:0,01:"M|3|V"
2585:"Trinidad":284,914:4018:0,5:0,81:0,18:"K|2|V"
1111:"Hillerod":191,249:2499:0,4:0,12:0,03:"M|7|V"
1631:"Mauripur":327,704:2591:0,4:0,14:0,07:"M|1|V"
1382:"Kobe":281,853:2589:0,1:0,08:0,04:"M|5|V"
788:"Eleusis":380,379:2569:0,1:0,37:0,04:"M|1|V"
1178:"Ildlandet":401,226:2736:0,4:NA:0,06:"M|5|V"
626:"Cronulla":253,18:2903:0,1:0,2:0,06:"M|5|V"
3055:"Kazlam":1632,489:5512:0,8:1,11:1,03:"G|5|V"
3047:"Caesar's Crown":665,716:2403:0,4:0,53:0,07:"M|4|V"
1175:"Iijima":288,222:2541:0,3:0,15:0,06:"M|3|V"
35:"Aer":195,571:2634:0,4:0,12:0,05:"M|2|V"
1720:"Mirage":475,355:2585:0,1:0,6:0,04:"M|1|V"
2237:"Saravan":331,428:5486:0,9:1,09:0,87:"G|2|V"
1257:"Johnsondale":162,424:3348:0,3:0,26:0,01:"M|2|V"
515:"Chalouba":311,958:3044:0,2:0,69:0,01:"M|3|V"
1125:"Holloway":308,36:4597:0,7:0,75:0,3:"K|3|V"
376:"Boulsi":800,983:4756:0,8:0,73:0,37:"K|0|V"
1641:"McComb":229,639:2749:0,2:0,31:NA:"M|3|V"
661:"Danxian":347,841:3852:0,6:0,76:0,11:"K|5|V"
1914:"Nyasa":571,528:4645:0,6:0,74:0,56:"K|2|V"
1294:"Karachi":380,368:5391:0,9:1,01:1,15:"G|5|V"
839:"Fagerholm":372,14:4021:0,5:0,77:0,13:"K|0|V"
1560:"Madras":332,806:2888:0,2:0,28:0,01:"M|2|V"
654:"Damevang":351,525:3079:0,1:0,11:0,04:"M|2|V"
1061:"Harsefeld":143,095:2935:0,1:0,12:0,01:"M|5|V"
391:"Brighton":215,403:2638:0,1:0,45:0,02:"M|5|V"
1887:"Noisiel":342,071:2979:0,4:NA:0,07:"M|3|V"
2582:"Tresspass":589,45:5046:0,8:0,82:0,12:"K|0|V"
1963:"Outreach":34,827:3133:0,1:0,45:0,02:"M|1|V"
2405:"Steinhatchee":531,084:5286:0,9:1,02:1,45:"G|2|V"
2710:"Waini Point":750,862:2586:0,3:0,44:0,05:"M|4|V"
1500:"Listowel":164,652:2416:0,3:0,58:0,04:"M|5|V"
2577:"Treeline":420,379:2943:0,4:0,68:0,06:"M|1|V"
2166:"Rockwellawan":487,954:2508:0,4:0,61:0,04:"M|2|V"
63:"Alekseyevka":443,369:5319:1:0,99:1,33:"G|3|V"
688:"Deneb Algedi":48,662:3937:0,7:0,79:0,13:"K|6|V"
2885:"Blackbone":499,083:2452:0,3:0,63:0,04:"M|5|V"
1585:"Mandeville":727,345:2444:0,3:0,17:0,06:"M|2|V"
2397:"Stantsiya":393,387:2971:0,1:0,11:0,05:"M|4|V"
1736:"Mogyorod":433,593:2450:0,2:0,07:0,08:"M|0|V"
2565:"Tordenskjold":591,644:5326:0,9:1,01:0,63:"G|5|V"
1404:"Kotzebue":377,656:3050:0,3:0,27:0,02:"M|2|V"
2160:"Robinson":232,81:2584:0,1:0,68:0,04:"M|4|V"
873:"Finse":557,055:2754:0,3:0,13:0,05:"M|1|V"
1031:"Haggard":480,751:2942:0,3:0,68:0,01:"M|2|V"
657:"Daneshmand":194,869:3893:0,6:0,77:0,45:"K|2|V"
2847:"Zosma":51,222:3008:0,3:0,45:0,04:"M|1|V"
3051:"Gurgaldar":1413,278:3869:0,8:0,92:0,21:"K|5|V"
2728:"Waxell":332,347:NA:0,4:0,44:0,07:"M|8|V"
2314:"Shionoha":134,498:2935:0,2:0,34:0,06:"M|2|V"
2097:"Quimper":338,27:3955:0,6:NA:0,2:"K|7|V"
1555:"Macksburg":439,435:2430:0,2:0,24:0,01:"M|8|V"
2394:"St. Robert":434,616:2474:0,4:0,26:0,06:"M|7|V"
1075:"Hecheng":425,815:3472:0,3:0,19:0,01:"M|1|V"
1640:"McAlister":411,138:3229:0,1:0,66:0,03:"M|2|V"
279:"Bayindir":383,041:2500:0,3:0,54:0,08:"M|8|V"
68:"Algedi":115,663:2822:0,1:0,38:0,02:"M|2|V"
1586:"Manennaia":93,698:3875:0,6:0,88:0,18:"K|6|V"
1505:"Lockton":453,745:3000:0,1:0,33:0,02:"M|3|V"
627:"Crossing":257,684:2923:0,4:0,2:0,03:"M|1|V"
2051:"Porrima":179,977:2608:0,2:0,63:0,08:"M|7|V"
410:"Bryant":18,672:4818:0,5:0,72:0,53:"K|2|V"
949:"Giausar":209,521:2928:0,4:0,19:0,06:"M|4|V"
622:"Crestoblus":463,634:2689:0,2:0,25:0,01:"M|3|V"
2399:"Stapelfeld":449,627:2697:0,2:0,34:0,03:"M|5|V"
2951:"Londerholm":1873,158:4269:0,8:0,78:0,47:"K|5|V"
1764:"Morven":563,9:2500:0,2:0,34:0,03:"M|3|V"
219:"Avigait":314,788:3840:0,8:0,88:0,57:"K|7|V"
818:"Eromanga":307,609:2509:0,1:0,53:0,04:"M|3|V"
197:"Asuncion":101,771:3120:0,2:0,16:0,07:"M|2|V"
2520:"Tetski":491,614:2841:0,1:0,55:0,07:"M|4|V"
3105:"Aurigae":1503,317:2487:0,3:0,12:0,07:"M|4|V"
2012:"Périgueux":352,384:2697:0,3:0,24:0,06:"M|1|V"
546:"Chita":568,687:2476:0,2:0,21:0,08:"M|4|V"
192:"Ashio":99,33:2419:0,2:0,67:0,03:"M|2|V"
2828:"Zebrenaski":304,234:3466:0,2:0,32:0,04:"M|1|V"
2513:"Teng":300,501:4668:0,6:0,72:0,47:"K|2|V"
2325:"Shui-pào":134,49:2930:0,1:0,18:0,05:"M|4|V"
2330:"Sierpc":291,602:NA:0,3:0,12:0,04:"M|6|V"
1671:"Memphis":579,783:2437:0,3:0,69:0,08:"M|5|V"
904:"Fronde":251,67:4028:0,5:0,77:0,25:"K|6|V"
2062:"Premana":371,655:3295:0,2:0,42:NA:"M|0|V"
916:"Gahral":213,84:2499:0,2:0,15:0,07:"M|8|V"
857:"Feijo":734,962:2550:0,2:0,18:0,01:"M|2|V"
1131:"Hongor":500,918:2419:0,1:0,1:0,05:"M|1|V"
715:"Dieudonné":79,556:3247:0,2:0,12:0,04:"M|3|V"
298:"Belluevue":79,895:4118:0,5:0,95:0,54:"K|4|V"
1537:"Lushann":471,15:4657:0,5:0,73:0,14:"K|2|V"
2107:"Raetia":625,433:3750:0,7:0,75:0,6:"K|5|V"
2438:"Sunchon":344,672:3530:0,4:0,6:0,02:"M|0|V"
2361:"Smithon":450,783:4376:0,8:0,77:0,47:"K|3|V"
2870:"Lummatii":528,571:2998:0,2:0,34:0,07:"M|2|V"
2650:"Valladolid":591,354:2618:0,3:0,22:0,07:"M|6|V"
2568:"Torrence":317,719:2910:0,3:0,66:0,07:"M|5|V"
2674:"Verdinge":517,154:3402:0,3:0,11:0,05:"M|1|V"
1634:"Maxwell":393,956:5634:0,9:1,08:0,97:"G|2|V"
62:"Alegro":453,517:3902:0,7:0,81:NA:"K|6|V"
689:"Deneb Kaitos":65,906:2823:0,4:0,69:0,03:"M|1|V"
206:"Atzenbrugg":416,882:2445:0,3:0,12:0,06:"M|4|V"
2934:"Radulov":1604,186:4013:0,7:0,9:0,59:"K|5|V"
409:"Brusett":409,833:2492:0,4:0,13:0,06:"M|8|V"
1389:"Köln":215,022:4345:0,7:0,9:0,33:"K|3|V"
3:"Abadan":118,958:3126:0,1:0,57:0,07:"M|3|V"
1805:"Neerabup":475,797:4024:0,6:0,8:0,44:"K|3|V"
921:"Galisteo":363,119:4663:0,7:0,93:0,09:"K|1|V"
2030:"Pilpala":376,129:2513:0,3:0,31:0,03:"M|2|V"
582:"Commonwealth Mining Outpost 26":366,003:5260:0,9:1,11:0,76:"G|4|V"
460:"Candiear":466,233:4167:0,5:0,7:0,33:"K|6|V"
378:"Bowang":353,084:2520:0,4:0,37:0,06:"M|2|V"
2621:"Ulsan":336,939:2650:0,2:0,25:0,08:"M|1|V"
134:"Angell":129,287:3438:0,2:0,64:0,02:"M|1|V"
1057:"Harminous":481,747:2748:0,1:0,44:0,02:"M|5|V"
3012:"Helios":552,129:2554:0,2:0,63:NA:"M|4|V"
1796:"Nanking":56,522:4253:0,5:0,74:0,59:"K|5|V"
79:"Alleghe":406,17:5721:0,9:1,1:0,76:"G|3|V"
1973:"Palm":480,801:3828:0,8:0,84:0,26:"K|2|V"
1582:"Mandaoaaru":433,144:3984:0,6:0,95:0,5:"K|5|V"
1592:"Mannedorf":232,161:5478:1:1,13:1,24:"G|3|V"
2358:"Slewis":522,372:3005:0,3:0,34:0,06:"M|1|V"
2548:"Timehri":395,6:NA:0,8:0,83:0,23:"K|7|V"
2965:"Tiber":1878,865:3346:0,3:0,47:0,08:"M|2|V"
1418:"Kublenz":506,609:2521:0,1:0,52:0,06:"M|0|V"
3163:"Pyrrhus":491,769:3153:0,2:0,18:0,08:"M|1|V"
594:"Coraines":527,511:4588:0,7:0,75:0,6:"K|3|V"
556:"Chupadero":442,645:3123:0,1:0,1:0,07:"M|2|V"
2962:"Strato Domingo":1880,689:2723:0,2:0,51:0,02:"M|1|V"
2185:"Royalston":262,551:4035:0,5:0,93:0,46:"K|0|V"
2916:"Oscar":710,665:3102:0,3:0,67:0,03:"M|2|V"
571:"Cohay":610,144:2686:0,2:0,48:0,05:"M|3|V"
1853:"New Sumatra":153,524:4046:0,5:0,88:0,16:"K|6|V"
2410:"Sternwerde":256,689:2597:0,4:0,12:0,04:"M|4|V"
2241:"Sarkel":132,944:3172:0,1:0,49:0,03:"M|2|V"
2151:"Richmond":473,853:3298:0,2:0,48:0,05:"M|2|V"
1870:"Niihau":250,668:NA:0,2:0,38:0,06:"M|3|V"
1702:"Millerton":446,355:2507:0,2:0,11:0,01:"M|1|V"
3151:"Bellerophon":468,476:3513:0,3:0,5:0,05:"M|0|V"
570:"Cohagen":488,414:2507:0,4:0,1:0,05:"M|3|V"
2509:"Tellman":546,04:2549:0,4:0,33:0,07:"M|5|V"
2600:"Tukayyid":210,467:4015:0,5:0,9:0,35:"K|5|V"
2378:"Sorsk":740,099:NA:0,6:0,92:0,39:"K|3|V"
2017:"Pesht":372,212:4363:0,8:0,73:0,21:"K|2|V"
1572:"Malagrotta":506,747:3396:0,4:0,35:NA:"M|0|V"
3013:"Idrmach":607,78:4047:0,7:0,93:0,31:"K|3|V"
2111:"Raldamax":612,919:3164:0,4:0,47:0,04:"M|2|V"
1742:"Mondra":513,011:3115:0,1:0,35:0,05:"M|1|V"
1324:"Kempten":311,377:2410:0,1:0,18:0,05:"M|7|V"
23:"Acubens":72,795:4055:0,7:0,8:0,56:"K|2|V"
2678:"Versailles":222,488:2930:0,3:0,32:0,03:"M|5|V"
1657:"Megiddo":613,31:2835:0,1:0,63:0,01:"M|0|V"
521:"Chapultepec":419,233:2836:0,1:0,08:0,05:"M|4|V"
1050:"Hanover":400,763:3507:0,3:NA:0,07:"M|1|V"
2260:"Schiedam":359,472:2941:0,2:0,54:0,08:"M|1|V"
3018:"Bazaar":755,254:5688:1:1,14:0,84:"G|2|V"
1924:"Offerman":575,698:2567:0,2:0,57:0,06:"M|3|V"
2640:"Vaajakoski":197,836:2440:0,4:0,54:0,05:"M|8|V"
1517:"Loric":233,599:2533:0,2:0,4:0,07:"M|3|V"
2706:"Vulcan":327,355:4717:0,8:0,83:0,35:"K|0|V"
1815:"New Athens":143,019:2473:0,2:0,69:0,08:"M|5|V"
3038:"Transfer Station P3":892,752:3242:0,4:0,1:0,01:"M|3|V"
2646:"Valdives":384,506:2691:0,2:0,13:0,03:"M|1|V"
3145:"Contrilla":498,385:2890:0,3:0,13:0,04:"M|5|V"
1114:"Hindmarsh":334,723:2484:0,3:0,57:0,01:"M|3|V"
2332:"Sighisoara":385,029:3181:0,3:0,41:0,06:"M|2|V"
292:"Bell":151,397:4816:0,7:0,74:0,28:"K|1|V"
290:"Belaire":432,578:3168:0,2:0,32:0,07:"M|0|V"
1255:"Jodipur":475,603:2886:0,4:0,51:0,07:"M|5|V"
2391:"St. Ives":240,779:4472:0,5:0,85:0,22:"K|4|V"
2100:"Quines":763,865:2892:0,3:0,22:0,07:"M|3|V"
2251:"Savinsville":383,41:2944:0,1:0,09:0,06:"M|2|V"
912:"Fuveau":498,13:4449:0,8:0,92:0,27:"K|2|V"
1550:"Machapuchre":528,899:3346:0,2:0,22:0,07:"M|1|V"
1384:"Kockengen":187,347:2408:0,2:0,23:0,02:"M|2|V"
1538:"Lushun":525,771:3730:0,6:0,78:0,35:"K|5|V"
250:"Ban Na San":422,107:3028:0,4:0,7:0,04:"M|4|V"
1334:"Kesai":384,95:2883:0,4:0,19:0,07:"M|2|V"
1044:"Halstead Station":89,332:2902:0,3:0,22:0,05:"M|5|V"
485:"Carstairs":159,166:2479:0,3:0,26:0,07:"M|3|V"
1523:"Lovinac":391,369:4796:0,7:0,89:0,45:"K|2|V"
2366:"Snowdon":587,903:3771:0,5:0,71:0,57:"K|7|V"
2352:"Skiland":552,08:2519:0,3:0,54:0,05:"M|2|V"
432:"Caillinius":556,052:4003:0,5:0,93:0,54:"K|6|V"
2441:"Susquehanna":423,748:3827:0,8:0,9:0,59:"K|5|V"
3140:"Lamar":267,085:5504:1:1,08:1,46:"G|5|V"
1469:"Layover":205,173:2814:0,1:0,46:0,03:"M|1|V"
1201:"Inman":556,066:5216:0,8:1,11:0,88:"G|4|V"
2953:"Marshall":1793,139:3722:0,6:0,79:NA:"K|5|V"
21:"Aconcagua":334,065:3378:0,4:0,46:0,02:"M|2|V"
1995:"Pattison":590,181:NA:0,1:0,22:0,05:"M|3|V"
2134:"Relevow":200,966:2907:0,2:0,13:0,07:"M|4|V"
887:"Flushing":205,833:5210:0,9:1:1,01:"G|5|V"
2643:"Vakarel":379,267:2947:0,2:0,37:0,06:"M|5|V"
2889:"Celano":582,257:2578:0,1:0,14:0,06:"M|2|V"
830:"Eustatius":499,237:4339:0,5:0,75:0,42:"K|3|V"
584:"Concord":149,242:4038:0,5:0,74:0,09:"K|6|V"
1753:"Moore":64,313:3155:0,2:0,47:0,05:"M|0|V"
51:"Al Na'ir":67,731:2718:0,3:0,08:0,07:"M|1|V"
2588:"Trondheim":411,701:2810:0,3:0,31:0,04:"M|1|V"
